app,category,rating,review,size,installs,type,price,content_rating,genres,last_updated,current_version,android_ver
GameforKIDS:KIDSmatch'em,EDUCATION,4.4,7005,6.9,1000000,Free,0.0,Everyone,Education,2016-10-23,1.17,2.3
FlippyCampusBuyselloncampusatadiscount,EDUCATION,4.0,889,7.4,500000,Free,0.0,Everyone,Education,2018-03-09,2.2.4,4.2
Freeintellectualtraininggameapplication|,EDUCATION,4.2,5741,84000000.0,1000000,Free,0.0,Everyone,Education Pretend Play,2018-07-25,3.7.0,4.4
ABCPreschoolFree,EDUCATION,3.8,27572,25000000.0,5000000,Free,0.0,Everyone,Education Education,2017-10-25,3.0,2.3
PINKFONGBabyShark,EDUCATION,4.5,10852,18000000.0,1000000,Free,0.0,Everyone,Education,2017-11-28,10,4.1
LearnEnglishforbeginners,EDUCATION,4.5,1929,2.5,500000,Free,0.0,Everyone,Education,2017-09-28,1.1,2.3
ListenandlearnEnglishinsevendays,EDUCATION,4.3,1516,3.9,100000,Free,0.0,Everyone,Education,2018-07-28,3.1,4.1
LearnEnglishfromPersian:PersiantoEnglish,EDUCATION,4.3,423,21000000.0,100000,Free,0.0,Everyone,Education,2018-04-03,6.0,4.0.3
EnglishwithLingualeo,EDUCATION,4.7,254519,27000000.0,5000000,Free,0.0,Everyone,Education,2018-07-20,2.8.1,4.1
UdemyOnlineCourses,EDUCATION,4.5,99020,18000000.0,1000000,Free,0.0,Everyone,Education,2018-08-02,5.0.4,5.0
"edXOnlineCoursesbyHarvard,MITmore",EDUCATION,4.6,32381,10000000.0,1000000,Free,0.0,Everyone 10+,Education,2018-07-15,2.15.1,4.1
MemoradoBrainGames,EDUCATION,4.4,56897,97000000.0,1000000,Free,0.0,Everyone,Education Brain Games,2017-01-16,1.10.0,4.1
LyndaOnlineTrainingVideos,EDUCATION,4.2,8599,17000000.0,1000000,Free,0.0,Everyone,Education,2018-07-11,4.9.10,4.1
QuizLearnPython,EDUCATION,4.0,304,2.0,10000,Free,0.0,Everyone,Education,2016-07-04,1.3.0,4.0
C++Tutorials,EDUCATION,4.1,358,1.9,50000,Free,0.0,Everyone,Education,2014-08-21,1.1,2.3
C++Programming,EDUCATION,4.3,11904,1.8,1000000,Free,0.0,Everyone,Education,2015-08-22,2.0,2.3
CProgramming,EDUCATION,4.3,22251,1.8,1000000,Free,0.0,Everyone,Education,2015-06-28,3.0,2.3
UdacityLifelongLearning,EDUCATION,4.3,22384,17000000.0,1000000,Free,0.0,Everyone,Education,2018-07-31,4.7.0,5.0
LearnC++,EDUCATION,4.6,73404,5.3,1000000,Free,0.0,Everyone,Education,2017-12-25,4.5.2,4.0
LearnJavaScript,EDUCATION,4.6,25183,5.4,1000000,Free,0.0,Everyone,Education,2017-12-25,5.7.2,4.0
LearnJava,EDUCATION,4.7,52743,5.4,1000000,Free,0.0,Everyone,Education,2017-12-25,3.5.2,4.0
LearnHTML,EDUCATION,4.7,61749,5.4,1000000,Free,0.0,Everyone,Education,2017-12-25,5.5.2,4.0
"ProgrammingHub,Learntocode",EDUCATION,4.3,55704,15000000.0,1000000,Free,0.0,Everyone,Education,2018-08-04,4.2.8,4.1
LearnSQL,EDUCATION,4.7,19277,5.3,1000000,Free,0.0,Everyone,Education,2017-12-25,3.4.2,4.0
Ready4SAT(Prep4SAT),EDUCATION,4.6,13612,48000000.0,100000,Free,0.0,Everyone,Education,2018-05-10,7.2.3633,4.4
SocraticMathAnswersHomeworkHelp,EDUCATION,4.6,37862,5.4,1000000,Free,0.0,Everyone,Education,2018-06-07,1.8.1,4.1
Ready4GMAT(Prep4GMAT),EDUCATION,4.6,18372,47000000.0,100000,Free,0.0,Everyone,Education,2018-05-21,7.2.3634,4.4
PocketGMATMath,EDUCATION,4.3,656,556000.0,10000,Free,0.0,Everyone,Education,2014-07-11,1.1,2.2
GMATQuestionBank,EDUCATION,4.2,240,29000000.0,10000,Free,0.0,Everyone,Education,2015-04-29,1.2.0,2.3.3
GRETutor,EDUCATION,4.0,275,2.3,50000,Free,0.0,Everyone,Education,2013-12-02,2.9,2.1
"play2prep:ACT,SATprep",EDUCATION,4.2,3692,4.4,100000,Free,0.0,Everyone,Education,2015-07-23,4.1.3,2.3.3
SATTest,EDUCATION,4.1,2363,6.6,100000,Free,0.0,Everyone,Education,2016-11-17,2.48,4.0
PocketSATMath,EDUCATION,4.0,430,526000.0,10000,Free,0.0,Everyone,Education,2014-07-11,1.2,2.1
TOEFLPrepPracticefromMagoosh,EDUCATION,4.5,756,12000000.0,100000,Free,0.0,Everyone,Education,2018-06-18,3.2.0,4.1
GRE®FlashcardsbyKaplan,EDUCATION,4.0,316,29000000.0,50000,Free,0.0,Everyone,Education,2017-02-15,1.4,4.0
"edXOnlineCoursesbyHarvard,MITmore",EDUCATION,4.6,32380,10000000.0,1000000,Free,0.0,Everyone 10+,Education,2018-07-15,2.15.1,4.1
RosettaStone:LearntoSpeakReadNewLanguages,EDUCATION,4.5,172505,76000000.0,5000000,Free,0.0,Everyone,Education Education,2018-06-27,5.2.1,5.0
LinkedInLearning:OnlineCoursestoLearnSkills,EDUCATION,4.6,7973,18000000.0,1000000,Free,0.0,Everyone,Education,2018-07-27,0.29.74,4.4
Babbel–LearnLanguages,EDUCATION,4.3,266935,21000000.0,10000000,Free,0.0,Everyone,Education,2018-07-30,20.7.2,4.4
Freeenglishcourse,EDUCATION,4.7,142632,6.9,5000000,Free,0.0,Everyone,Education,2018-07-12,2.8,4.1
Learn50languages,EDUCATION,4.4,55256,14000000.0,5000000,Free,0.0,Everyone,Education,2018-06-19,10.9.1,4.0
RosettaStone:LearntoSpeakReadNewLanguages,EDUCATION,4.5,172508,76000000.0,5000000,Free,0.0,Everyone,Education Education,2018-06-27,5.2.1,5.0
Babbel–LearnSpanish,EDUCATION,4.4,54798,11000000.0,1000000,Free,0.0,Everyone,Education,2018-07-30,20.7.2,4.4
MangoLanguages:LovableLanguageCourses,EDUCATION,4.0,4815,19000000.0,500000,Free,0.0,Everyone,Education,2018-07-17,4.2.3,4.2
LearnEnglishwithAco,EDUCATION,4.6,75112,6.5,1000000,Free,0.0,Everyone,Education,2017-11-11,2.09,4.1
LearntoSpeakEnglish,EDUCATION,4.4,33646,7.0,1000000,Free,0.0,Everyone,Education,2018-07-15,2.3.9,4.0
LearnEnglishwithWlingua,EDUCATION,4.7,314300,3.3,10000000,Free,0.0,Everyone,Education,2018-05-02,1.94.9,4.0
"busuu:LearnLanguagesSpanish,EnglishMore",EDUCATION,4.3,206527,21000000.0,10000000,Free,0.0,Everyone 10+,Education,2018-08-01,13.9.0.161,5.0
StudyChecker,EDUCATION,4.2,3816,2.6,500000,Free,0.0,Everyone,Education,2016-05-04,3.6.0.115_FN,2.3
MyStudyLifeSchoolPlanner,EDUCATION,4.3,47847,21000000.0,1000000,Free,0.0,Everyone,Education,2017-06-13,6.1.3,4.0.3
HomeWork,EDUCATION,4.3,16195,5.2,1000000,Free,0.0,Everyone,Education,2016-09-20,8.5.2,4.0
NextGenScienceStandards,EDUCATION,4.3,206,18000000.0,50000,Free,0.0,Everyone,Education,2016-12-20,1.12.1,2.3
Teacher'sGradebookAdditio,EDUCATION,4.2,3241,16000000.0,100000,Free,0.0,Everyone,Education,2018-08-01,4.8.2,4.0.3
CommonCore,EDUCATION,4.0,835,15000000.0,100000,Free,0.0,Everyone,Education,2016-12-20,2.3.1,2.3
HomeworkPlanner,EDUCATION,4.0,2525,1.2,100000,Free,0.0,Everyone,Education,2015-01-11,15.9.4,4.0
Edmodo,EDUCATION,4.1,200058,18000000.0,10000000,Free,0.0,Everyone,Education,2018-07-20,9.12.5,4.0.3
SocrativeTeacher,EDUCATION,3.9,1239,1.8,100000,Free,0.0,Everyone,Education,2016-07-29,4.4.1,3.2
TrainingscheduleAllUniver,EDUCATION,4.1,702,7.6,10000,Free,0.0,Everyone,Education,2017-10-16,5.0,4.4
ClassDojo,EDUCATION,4.4,148550,59000000.0,10000000,Free,0.0,Everyone,Education Education,2018-08-03,4.21.1,4.1
Lerni.Learnlanguages.,EDUCATION,4.0,3847,6.9,500000,Free,0.0,Everyone,Education,2017-10-25,3.1.3,3.0
"HelloTalk—Chat,SpeakLearnForeignLanguages",EDUCATION,4.4,84309,41000000.0,5000000,Free,0.0,Everyone,Education,2018-07-25,2.6.6,4.1
Innovative:Learn34Languages,EDUCATION,4.5,14206,21000000.0,500000,Free,0.0,Everyone,Education,2018-07-26,1.16,3.0
"busuu:LearnLanguagesSpanish,EnglishMore",EDUCATION,4.3,206532,21000000.0,10000000,Free,0.0,Everyone 10+,Education,2018-08-01,13.9.0.161,5.0
CheggStudyHomeworkHelp,EDUCATION,4.3,14700,21000000.0,1000000,Free,0.0,Everyone,Education,2018-07-30,5.7.0,4.4
EasyBib:CitationGenerator,EDUCATION,3.5,1405,7.3,100000,Free,0.0,Everyone,Education,2018-03-29,2.4.4,4.0
ClassDojo,EDUCATION,4.4,148549,59000000.0,10000000,Free,0.0,Everyone,Education Education,2018-08-03,4.21.1,4.1
"HelloTalk—Chat,SpeakLearnForeignLanguages",EDUCATION,4.4,84311,41000000.0,5000000,Free,0.0,Everyone,Education,2018-07-25,2.6.6,4.1
SoloLearn:LearntoCodeforFree,EDUCATION,4.8,256079,7.6,1000000,Free,0.0,Teen,Education,2018-07-12,2.2.4,4.0.3
BlinkistNonfictionBooks,EDUCATION,4.1,16103,13000000.0,1000000,Free,0.0,Everyone,Education,2018-07-31,5.7.1,4.1
SagoMiniHatMaker,EDUCATION,4.9,11,63000000.0,1000,Paid,3.99,Everyone,Education Pretend Play,2017-07-24,1.0,4.0.3
FuzzyNumbers:PreKNumberFoundation,EDUCATION,4.7,21,44000000.0,1000,Paid,5.99,Everyone,Education Education,2017-07-21,1.3,4.1
TocaLife:City,EDUCATION,4.7,31085,24000000.0,500000,Paid,3.99,Everyone,Education Pretend Play,2018-07-06,1.5-play,4.4
TocaLife:Hospital,EDUCATION,4.7,3528,24000000.0,100000,Paid,3.99,Everyone,Education Pretend Play,2018-06-12,1.1.1-play,4.4
CompleteSpanishMovies,ENTERTAINMENT,4.0,11656,4.5,1000000,Free,0.0,Everyone,Entertainment,2018-01-20,1.02,4.0.3
TubiTVFreeMoviesTV,ENTERTAINMENT,4.3,296771,11000000.0,10000000,Free,0.0,Teen,Entertainment,2018-07-15,2.13.5,4.1
MobileTV,ENTERTAINMENT,3.5,10939,4.6,10000000,Free,0.0,Everyone,Entertainment,2016-04-28,2.05.0010,5.0
MotorolaSpotlightPlayer™,ENTERTAINMENT,4.6,22508,3.3,10000000,Free,0.0,Everyone,Entertainment,2015-07-16,v1.8b22p13,4.2
VigoLite,ENTERTAINMENT,4.2,10291,6.5,5000000,Free,0.0,Teen,Entertainment,2018-08-04,3.7.3,4.0.3
Thegreenaliendance,ENTERTAINMENT,3.8,6979,12000000.0,1000000,Free,0.0,Everyone,Entertainment,2018-07-05,1.03,4.0
HTV,ENTERTAINMENT,4.3,103078,5.6,5000000,Free,0.0,Everyone,Entertainment,2018-07-05,4.6.2,2.3.3
StarTimesLiveInternationalChampionsCup,ENTERTAINMENT,4.4,17682,9.7,1000000,Free,0.0,Everyone,Entertainment,2018-08-03,5.2,4.0.3
CinematicCinematic,ENTERTAINMENT,4.4,37000,15000000.0,1000000,Free,0.0,Mature 17+,Entertainment,2018-06-21,4.0.5,4.1
TalkingAngela,ENTERTAINMENT,3.7,1828284,52000000.0,100000000,Free,0.0,Everyone,Entertainment,2018-07-12,2.8.2,4.1
RadioJavan,ENTERTAINMENT,4.4,46916,4.5,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,7.3,4.2
TalkingGinger2,ENTERTAINMENT,4.2,702975,49000000.0,50000000,Free,0.0,Everyone,Entertainment,2018-07-05,2.6.6.11,4.1
GirlyLockScreenWallpaperwithQuotes,ENTERTAINMENT,4.2,32458,18000000.0,5000000,Free,0.0,Everyone,Entertainment,2018-06-19,2.2,4.1
No.DrawColorsbyNumber2018,ENTERTAINMENT,4.5,235496,13000000.0,10000000,Free,0.0,Everyone,Entertainment Brain Games,2018-07-29,1.2.0,4.1
🔥FootballWallpapers4K|FullHDBackgrounds😍,ENTERTAINMENT,4.7,11661,4.0,1000000,Free,0.0,Everyone,Entertainment,2018-07-14,1.1.3.2,4.0.3
"MoviesbyFlixster,withRottenTomatoes",ENTERTAINMENT,4.5,653008,16000000.0,10000000,Free,0.0,Everyone,Entertainment,2018-06-20,9.1.4,4.4
LowPoly–Puzzleartgame,ENTERTAINMENT,4.5,23063,17000000.0,1000000,Free,0.0,Everyone,Entertainment Brain Games,2018-08-03,1.0.9,4.1
AmazonPrimeVideo,ENTERTAINMENT,4.2,411683,24000000.0,50000000,Free,0.0,Teen,Entertainment,2018-08-02,3.0.231.18141,4.1
IMDbMoviesTV,ENTERTAINMENT,4.2,501498,12000000.0,100000000,Free,0.0,Teen,Entertainment,2018-07-26,Varies with device,Varies with device
ZiggoGO,ENTERTAINMENT,4.1,29690,78000000.0,1000000,Free,0.0,Teen,Entertainment,2018-08-03,2.3.34 Prod,4.3
PlayStationApp,ENTERTAINMENT,4.2,613059,25000000.0,50000000,Free,0.0,Everyone,Entertainment,2018-07-26,18.07.0,4.1
TalkingBentheDog,ENTERTAINMENT,4.3,1633682,57000000.0,100000000,Free,0.0,Everyone,Entertainment,2018-07-03,3.5.2.2,4.1
TrailerAddictMovieTrailers,ENTERTAINMENT,3.9,2646,9.1,100000,Free,0.0,Teen,Entertainment,2018-02-14,2.2.0,4.2
CinemarkTheatres,ENTERTAINMENT,4.1,21867,39000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-12,2.19.0,5.0
MarcusTheatres,ENTERTAINMENT,3.6,2639,8.5,100000,Free,0.0,Everyone,Entertainment,2018-02-07,2.9.43,6.0
HarkinsTheatres,ENTERTAINMENT,4.3,1511,12000000.0,100000,Free,0.0,Everyone,Entertainment,2018-06-11,2.1.1,4.1
AMCTheatres,ENTERTAINMENT,4.3,44550,72000000.0,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,6.18.3,5.0
IMDbMoviesTV,ENTERTAINMENT,4.2,501497,12000000.0,100000000,Free,0.0,Teen,Entertainment,2018-07-26,Varies with device,Varies with device
CookingChannel,ENTERTAINMENT,4.1,1033,16000000.0,100000,Free,0.0,Teen,Entertainment,2018-07-27,Varies with device,Varies with device
AnimalPlanetGO,ENTERTAINMENT,4.2,2442,9.6,100000,Free,0.0,Teen,Entertainment,2018-07-24,2.9.4,4.1
DramaFever:StreamAsianDramaShowsMovies,ENTERTAINMENT,4.2,155234,22000000.0,1000000,Free,0.0,Teen,Entertainment,2018-08-01,01.01.66,4.4
InvestigationDiscoveryGO,ENTERTAINMENT,4.5,12216,13000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-24,2.9.4,4.1
CBSFullEpisodesLiveTV,ENTERTAINMENT,3.8,92058,12000000.0,10000000,Free,0.0,Teen,Entertainment,2018-07-20,4.8.6,4.1
AcornTV:WorldclassTVfromBritainandBeyond,ENTERTAINMENT,3.0,493,23000000.0,50000,Free,0.0,Everyone,Entertainment,2018-06-15,2.0.0,4.4
HISTORY:WatchTVShowFullEpisodesSpecials,ENTERTAINMENT,4.1,33387,20000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4
Nick,ENTERTAINMENT,4.2,123279,25000000.0,10000000,Free,0.0,Everyone 10+,Entertainment Music  Video,2018-01-24,2.0.8,4.4
VH1,ENTERTAINMENT,4.1,27424,17000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4
AEWatchFullEpisodesofTVShows,ENTERTAINMENT,4.0,29706,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4
TheCW,ENTERTAINMENT,4.4,288150,21000000.0,5000000,Free,0.0,Teen,Entertainment,2018-07-23,2.17,4.4
BETNOWWatchShows,ENTERTAINMENT,4.2,14807,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4
LifetimeWatchFullEpisodesOriginalMovies,ENTERTAINMENT,4.0,35928,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4
SeriesGuide–ShowMovieManager,ENTERTAINMENT,4.3,64448,4.4,1000000,Free,0.0,Mature 17+,Entertainment,2018-07-21,43,4.0.3
ComedyCentral,ENTERTAINMENT,3.9,22378,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4
TubiTVFreeMoviesTV,ENTERTAINMENT,4.3,296829,11000000.0,10000000,Free,0.0,Teen,Entertainment,2018-07-15,2.13.5,4.1
CWSeed,ENTERTAINMENT,4.5,16372,13000000.0,500000,Free,0.0,Teen,Entertainment,2018-07-18,1.16,4.4
TheNBCAppWatchLiveTVandFullEpisodes,ENTERTAINMENT,4.1,58028,17000000.0,5000000,Free,0.0,Teen,Entertainment,2018-07-05,4.18.1,4.1
WWE,ENTERTAINMENT,4.5,736864,20000000.0,10000000,Free,0.0,Teen,Entertainment,2018-01-19,3.17.2,4.1
UniversalKids,ENTERTAINMENT,3.6,1968,21000000.0,500000,Free,0.0,Everyone,Entertainment Music  Video,2018-05-24,3.3.1.41,4.4
MTV,ENTERTAINMENT,3.8,35279,15000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4
LifetimeWatchFullEpisodesOriginalMovies,ENTERTAINMENT,4.0,35931,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4
LEGO®TV,ENTERTAINMENT,3.7,17247,7.2,1000000,Free,0.0,Everyone 10+,Entertainment Music  Video,2018-08-04,4.0.2,5.0
HBOGO:StreamwithTVPackage,ENTERTAINMENT,3.8,87723,32000000.0,10000000,Free,0.0,Teen,Entertainment,2018-07-19,16.0.0.437,4.1
FOX,ENTERTAINMENT,3.7,197774,44000000.0,10000000,Free,0.0,Mature 17+,Entertainment,2018-06-25,6.6.1,4.4
TelemundoNow,ENTERTAINMENT,3.9,8674,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-05-25,3.3.1.42,4.4
Redbox,ENTERTAINMENT,4.1,115033,30000000.0,10000000,Free,0.0,Everyone,Entertainment,2018-07-02,7.5.0,5.0
TribecaShortlistHandpickedMovies,ENTERTAINMENT,3.9,801,57000000.0,100000,Free,0.0,Teen,Entertainment,2018-03-21,4.003.1,4.3
NickJr.ShowsGames,ENTERTAINMENT,4.2,8968,35000000.0,1000000,Free,0.0,Everyone,Entertainment Music  Video,2018-01-23,1.0.20,4.4
StickerMarket:Emojikeyboard,ENTERTAINMENT,4.3,303,44000000.0,10000,Free,0.0,Teen,Entertainment,2017-12-14,1.2.3,4.2
LaughOutLoudbyKevinHart,ENTERTAINMENT,4.3,1856,20000000.0,100000,Free,0.0,Teen,Entertainment,2018-08-01,1.6.1,6.0
ColorFulAdultColoringBook,ENTERTAINMENT,4.6,50725,19000000.0,5000000,Free,0.0,Everyone,Entertainment,2018-05-25,1.0.64,4.0.3
Hamilton—TheOfficialApp,ENTERTAINMENT,4.5,1575,43000000.0,100000,Free,0.0,Everyone,Entertainment,2018-07-13,2.3.2,5.0
FunnyQuotesFree,ENTERTAINMENT,4.2,23666,3.6,1000000,Free,0.0,Teen,Entertainment,2018-05-04,8.1,4.0
LOLPics(FunnyPictures),ENTERTAINMENT,4.4,67554,7.7,1000000,Free,0.0,Teen,Entertainment,2015-09-15,4.0,2.3.3
MemeCreator,ENTERTAINMENT,4.2,38769,44000000.0,1000000,Free,0.0,Mature 17+,Entertainment,2015-09-22,7.2.3,2.3
"Imgur:FindfunnyGIFs,memeswatchviralvideos",ENTERTAINMENT,4.3,160164,12000000.0,10000000,Free,0.0,Teen,Entertainment,2018-08-01,4.2.0.8447,5.0
MemeGenerator,ENTERTAINMENT,4.6,3771,53000000.0,100000,Paid,2.99,Mature 17+,Entertainment,2018-08-03,4.426,4.1
SketchBookdrawandpaint,ENTERTAINMENT,4.3,256664,77000000.0,10000000,Free,0.0,Everyone,Entertainment,2018-05-04,4.1.7,4.0.3
AllEventsinCity,EVENTS,4.0,3782,9.5,100000,Free,0.0,Everyone,Events,2018-06-12,8.4,4.0.3
TicketmasterEventTickets,EVENTS,4.0,40113,36000000.0,5000000,Free,0.0,Everyone,Events,2018-07-23,Varies with device,Varies with device
Reminder,EVENTS,4.5,7074,6.3,500000,Free,0.0,Everyone,Events,2018-06-25,1.57,4.1
BirdaysBirthdayreminder,EVENTS,4.5,2153,5.9,50000,Free,0.0,Everyone,Events,2017-12-14,1.5.0,4.1
Fever,EVENTS,4.0,20611,12000000.0,1000000,Free,0.0,Teen,Events,2018-07-18,4.3.6,4.1
DroidAdminforAndroidAdvice,EVENTS,4.2,811,2.8,10000,Free,0.0,Everyone,Events,2018-05-29,3.8,4.0
"SeatGeek–TicketstoSports,Concerts,Broadway",EVENTS,4.4,15558,26000000.0,1000000,Free,0.0,Everyone,Events,2018-08-03,2018.07.31229,5.0
my4D,EVENTS,4.6,573,8.7,100000,Free,0.0,Everyone,Events,2018-07-12,1.40,4.2
VividSeats–EventTickets,EVENTS,4.6,8232,53000000.0,1000000,Free,0.0,Everyone,Events,2018-07-31,Varies with device,5.0
LBBFindNewUniqueThingsToDoAroundYou,EVENTS,4.6,3874,14000000.0,100000,Free,0.0,Everyone,Events,2018-07-27,4.0.19,4.2
HappyBirthdaySongsOffline,EVENTS,4.4,464,8.9,100000,Free,0.0,Everyone,Events,2017-12-04,1.3,4.1
SeriesValleyoftheWolvesfullofpart,EVENTS,4.6,731,11000000.0,50000,Free,0.0,Everyone,Events,2017-12-24,2.0,4.0
Mummatikabalkuragi,EVENTS,4.9,69,334000.0,1000,Free,0.0,Teen,Events,2018-07-22,1.0,4.0
"GametimeTicketstoSports,Concerts,Theater",EVENTS,4.5,8800,24000000.0,1000000,Free,0.0,Everyone,Events,2018-07-17,11.1.1,5.0
"PTIFlexMaker,PhotoFrameEditorSongs2018",EVENTS,4.6,99,13000000.0,10000,Free,0.0,Everyone,Events,2018-07-06,1.1,4.2
BirthdaysOtherEvents,EVENTS,4.3,456,2.8,50000,Free,0.0,Everyone,Events,2018-06-21,1.75,2.3.3
videgreniers.org,EVENTS,4.3,5839,3.5,100000,Free,0.0,Everyone,Events,2016-11-08,16.11.8,2.3.3
SUMMERSONICapp,EVENTS,5.0,4,61000000.0,500,Free,0.0,Everyone,Events,2018-07-24,1.0,4.4
QuakeVolcanoes:3DGlobeofVolcanicEruptions,EVENTS,4.4,663,6.0,100000,Free,0.0,Everyone,Events,2017-10-14,1.1.3,4.1
Prosperity,EVENTS,5.0,16,2.3,100,Free,0.0,Everyone,Events,2018-07-09,1.14,2.0
Picktrainer:India'slargestphotocontestapp,EVENTS,4.5,1065,9.0,100000,Free,0.0,Everyone,Events,2018-05-31,1.3.2,4.1
Emmabodafestivalen,EVENTS,4.8,12,29000000.0,1000,Free,0.0,Everyone 10+,Events,2018-06-28,42.0,4.2
KudaGothingstodoinNY,EVENTS,4.4,4298,4.4,100000,Free,0.0,Everyone,Events,2017-04-27,2.2.2,4.0
MindvalleyUTallinn2018,EVENTS,5.0,1,21000000.0,100,Free,0.0,Everyone,Events,2018-07-03,1.0.5,4.4
FreitasAuctioneerOfficial,EVENTS,3.7,100,27000000.0,50000,Free,0.0,Everyone,Events,2017-12-15,1.0.11,4.0.3
"XceedClubs,DJs,FestivalsTickets",EVENTS,4.1,399,24000000.0,100000,Free,0.0,Everyone,Events,2018-08-03,Cannonau 3.11.11,5.0
ArabHallsForWeddingEvents,EVENTS,4.8,28,6.3,1000,Free,0.0,Everyone,Events,2018-05-20,8.0bld14,4.1
EnduranceLifestyle,EVENTS,4.6,7,3.8,500,Free,0.0,Teen,Events,2017-07-10,2.1,4.2
CitibanamexMovil,FINANCE,3.6,52306,42000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-27,20.1.0,5.0
KTBNetbank,FINANCE,3.8,42644,19000000.0,5000000,Free,0.0,Everyone,Finance,2018-06-28,8.18,4.2
MobileBancomer,FINANCE,4.2,278082,70000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-30,10.78,4.0.3
NedbankMoney,FINANCE,4.2,6076,32000000.0,500000,Free,0.0,Everyone,Finance,2018-07-28,4.1.1-0-prod,4.2
SCBEASY,FINANCE,4.2,112656,93000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-19,3.9.0,4.1
Itaubank,FINANCE,4.2,957973,40000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-30,6.5.7,4.2
Nubank,FINANCE,4.7,130582,24000000.0,5000000,Free,0.0,Everyone,Finance,2018-08-02,Varies with device,Varies with device
IKO,FINANCE,4.7,167168,20000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-04,3.115.27,4.1
CashApp,FINANCE,4.0,34428,15000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-02,2.31.1,5.0
StandardBank/StanbicBank,FINANCE,3.6,15247,28000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-13,3.0.5,4.0.3
BualuangmBanking,FINANCE,4.0,48445,10000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-16,2.6.0,4.0.3
MyMobyGSB,FINANCE,4.2,21996,14000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-19,1.17.2,4.0.3
EcobankMobileBanking,FINANCE,4.0,12073,42000000.0,1000000,Free,0.0,Everyone,Finance,2018-05-25,3.3,4.2
BanorteMovil,FINANCE,4.1,111632,65000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-09,5.10.1.40699,4.4
WellsFargoMobile,FINANCE,4.4,250706,37000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,6.8.0.109,5.0
BZWBK24mobile,FINANCE,4.5,64959,39000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-18,5.0.1,4.1
PayPal,FINANCE,4.3,659741,47000000.0,50000000,Free,0.0,Everyone,Finance,2018-07-18,6.28.0,4.4
CapitalOne®Mobile,FINANCE,4.6,510392,79000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-01,5.38.1,5.0
ZenithBankMobileApp,FINANCE,4.3,7215,18000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-23,2.7.4,4.0
PostBank,FINANCE,4.5,60449,100000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-23,2.9.12,4.0
İşCep,FINANCE,4.5,381788,32000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-02,3.22.0,4.1
People'sBank,FINANCE,3.6,10697,46000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-18,3.22.1,4.1
Transfer,FINANCE,4.1,31804,9.8,5000000,Free,0.0,Everyone,Finance,2018-07-27,3.1.6.12,4.0
TMobilein,FINANCE,3.5,3856,8.2,1000000,Free,0.0,Everyone,Finance,2018-07-31,3.2.1,4.4
TrueMoneyWallet,FINANCE,4.4,199684,18000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-19,Varies with device,Varies with device
BankofBrazil,FINANCE,4.5,1336246,39000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-03,6.39.1.4,4.1
WiseBanyanInvestForFree,FINANCE,4.2,257,44000000.0,10000,Free,0.0,Everyone,Finance,2018-07-31,2.2.12,4.4W
WellsFargoDailyChange,FINANCE,4.2,283,5.0,100000,Free,0.0,Everyone,Finance,2018-04-26,2.5.0.26,5.0
"Evenorganizeyourmoney,getpaidearly",FINANCE,4.8,12304,21000000.0,100000,Free,0.0,Everyone,Finance,2018-08-02,6.0.16,5.0
DigitSaveMoneyAutomatically,FINANCE,4.5,8188,22000000.0,100000,Free,0.0,Everyone,Finance,2018-07-31,2.29.01,4.1
